CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,MW,Molecular_Weight,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)"
CM-1409722,JAK1 EC50(uM),0.0398,269.3,,67.23,-0.718,-3.3192,2,6,3,0.42857,GENERAL DIVERSITY,0.487,119,,,6.97
CM-299754,JAK1 EC50(uM),0.305,276.31,,112.57,-1.203,-4.4376,3,7,0,0.8,GENERAL DIVERSITY,,,,,
CM-293768,JAK1 EC50(uM),0.58,280.3,,49.84,4.346,4.3455,2,4,3,0,GENERAL DIVERSITY,,,,,
CM-1257579,JAK1 EC50(uM),0.497,299.37,,67.24,1.187,1.1838,2,6,3,0.5,GENERAL DIVERSITY,,,,,
CM-1257586,JAK1 EC50(uM),0.874,299.37,,67.24,0.917,0.9141,2,6,3,0.5,GENERAL DIVERSITY,,,,,
CM-1393956,JAK1 EC50(uM),0.28,321.33,,79.43,0.152,0.1207,1,7,4,0.23529,GENERAL DIVERSITY,42.5,526,,,2.5
CM-1262696,JAK1 EC50(uM),1.41,321.38,,67.24,2.248,2.2475,2,6,4,0.22222,GENERAL DIVERSITY,,,,,
CM-1295195,JAK1 EC50(uM),0.091,339.39,,80.55,2.055,2.0547,2,7,3,0.27778,GENERAL DIVERSITY,,,,,
CM-1644767,JAK1 EC50(uM),0.492,444.53,,91.41,3.455,1.4152,3,8,3,0.32,GENERAL DIVERSITY,,,,,
CM-1644753,JAK1 EC50(uM),0.0121,354.36,,89.41,4.238,4.237,3,6,3,0.16667,GENERAL DIVERSITY,,18,,,
CM-1644752,JAK1 EC50(uM),0.0509,469.94,,83.36,3.669,3.6578,2,8,4,0.34783,GENERAL DIVERSITY,10.7,,,,21.8
CM-1416902,JAK1 EC50(uM),0.408,322.32,,92.32,-0.581,-0.6118,1,8,4,0.25,GENERAL DIVERSITY,,181,,,2.58
CM-1382502,JAK1 EC50(uM),0.504,387.48,,83.36,0.916,0.8831,1,7,4,0.29412,GENERAL DIVERSITY,44.5,2,,,36
CM-1411594,JAK1 EC50(uM),0.00305,386.42,,121.28,0.888,0.654,3,8,3,0.16667,GENERAL DIVERSITY,17.8,96,,,8.1
CM-1393956,JAK1 EC50(uM),0.28,321.33,,79.43,0.152,0.1207,1,7,4,0.23529,GENERAL DIVERSITY,42.5,526,,,2.5
CM-1116725,JAK1 EC50(uM),2.58,336.39,,61.46,2.1,2.1002,1,6,3,0.26316,GENERAL DIVERSITY,,,,,
CM-1386450,JAK1 EC50(uM),0.667,356.44,,78.09,1.969,1.818,2,6,3,0.27778,GENERAL DIVERSITY,,,,,
CM-1644751,JAK1 EC50(uM),0.219,490.55,,68.09,3.059,0.4481,1,7,4,0.37037,GENERAL DIVERSITY,,,,,
CM-1376055,JAK1 EC50(uM),1.11,373.47,,83.36,0.836,0.805,1,7,3,0.55556,GENERAL DIVERSITY,59,50,,,29.6
CM-1061705,JAK1 EC50(uM),0.825,398.89,,69.03,4.634,4.6341,1,6,3,0.38095,GENERAL DIVERSITY,,,,,
CM-1423133,JAK1 EC50(uM),2.09,301.39,,66.06,1.086,-0.919,2,6,2,0.625,GENERAL DIVERSITY,,,,,
CM-1375266,JAK1 EC50(uM),0.0329,377.5,,90.97,2.056,1.9931,2,7,2,0.66667,GENERAL DIVERSITY,38.3,163,,,52.5
CM-9484,JAK1 EC50(uM),3,113.2,,12.03,1.606,-1.3637,1,1,0,1,GENERAL DIVERSITY,,,,,
CM-1616903,JAK1 EC50(uM),3,,356.22,65.78,3.496,3.496,1,4,2,0.11765,GENERAL DIVERSITY,17,6.48,,,18.7
CM-1441067,JAK1 EC50(uM),3,,245.32,56.84,1.685,-0.3744,2,5,2,0.53846,GENERAL DIVERSITY,,,,,
CM-517897,JAK1 EC50(uM),3,,169.18,30.19,1.185,1.1845,0,3,3,0,GENERAL DIVERSITY,,,,,
CM-143381,JAK1 EC50(uM),3,,171.16,55.97,-0.728,-0.7282,0,5,3,0,GENERAL DIVERSITY,,,,,
CM-1364603,JAK1 EC50(uM),3,,276.29,52.31,2.953,2.9533,0,5,4,0.0625,GENERAL DIVERSITY,,,,,
CM-524704,JAK1 EC50(uM),3,,203.22,55.97,0.049,-0.1476,0,5,3,0,GENERAL DIVERSITY,,,,,
CM-762433,JAK1 EC50(uM),3,,354.35,55.38,2.447,2.4467,0,6,2,0.4,GENERAL DIVERSITY,,,,,
CM-292923,JAK1 EC50(uM),3,,344.45,42.85,4.689,4.6875,0,3,3,0.26087,GENERAL DIVERSITY,,,,,
CM-283345,JAK1 EC50(uM),3,,438.09,49.84,5.883,5.883,2,4,3,0,GENERAL DIVERSITY,,,,,
CM-1370328,JAK1 EC50(uM),3,,216.28,57.94,0.541,-2.095,3,4,2,0.41667,GENERAL DIVERSITY,,,,,
CM-1711312,JAK1 EC50(uM),3,,523.69,89.36,3.911,3.1277,2,9,3,0.66667,GENERAL DIVERSITY,0.0192,,,,17
CM-1711313,JAK1 EC50(uM),3,,423.44,88.92,0.786,-1.4886,3,8,2,0.63158,GENERAL DIVERSITY,,,,,
CM-1133409,JAK1 EC50(uM),3,,412.46,114.04,1.466,1.4583,2,8,3,0.25,GENERAL DIVERSITY,42.5,20,,,2.5
CM-1212711,JAK1 EC50(uM),3,,383.53,52.65,3.448,3.4164,1,5,1,0.65217,GENERAL DIVERSITY,42.8,706,,,186
CM-1298183,JAK1 EC50(uM),3,,312.45,42.74,4.054,4.0177,1,4,2,0.68421,GENERAL DIVERSITY,,,,,
CM-1117919,JAK1 EC50(uM),3,,272.3,69.3,-0.406,-0.4062,1,6,2,0.35714,GENERAL DIVERSITY,4.06,609,,,3
CM-1406560,JAK1 EC50(uM),3,,269.3,67.23,-0.608,-2.1061,2,6,3,0.42857,GENERAL DIVERSITY,0.587,373,,,3.92
CM-1117922,JAK1 EC50(uM),3,,307.35,65.12,1.635,1.5929,1,6,3,0.23529,GENERAL DIVERSITY,40,588,,,213
CM-1616211,JAK1 EC50(uM),3,,272.35,59.29,1.963,1.9074,1,5,2,0.53333,GENERAL DIVERSITY,,,,,
CM-1117916,JAK1 EC50(uM),3,,272.3,92.08,-0.058,-0.0581,3,6,2,0.35714,GENERAL DIVERSITY,1.25,622,,,2.5
CM-1117922,JAK1 EC50(uM),3,,307.35,65.12,1.635,1.5929,1,6,3,0.23529,GENERAL DIVERSITY,40,588,,,213
CM-1127131,JAK1 EC50(uM),3,,285.39,48.05,2.865,1.4178,1,5,2,0.625,GENERAL DIVERSITY,,,,,
CM-1439488,JAK1 EC50(uM),3,,309.39,90.97,0.298,0.2356,2,7,2,0.53846,GENERAL DIVERSITY,,,,,
CM-186677,JAK1 EC50(uM),3,,340.37,57.15,3.74,3.7404,1,5,2,0.4,GENERAL DIVERSITY,,,,,
CM-1117923,JAK1 EC50(uM),3,,318.37,81.69,-0.37,-0.45,2,7,2,0.5,GENERAL DIVERSITY,,545,,,2.5
CM-1439500,JAK1 EC50(uM),3,,377.5,90.97,2.056,1.9931,2,7,2,0.66667,GENERAL DIVERSITY,34.5,175,,,9.54
CM-1117913,JAK1 EC50(uM),3,,274.36,52.23,1.252,-0.3681,1,5,2,0.46667,GENERAL DIVERSITY,18.8,521,,,35.8
CM-1439498,JAK1 EC50(uM),3,,371.46,90.97,1.666,1.6033,2,7,3,0.33333,GENERAL DIVERSITY,50.4,325,,,20.9
CM-1164907,JAK1 EC50(uM),3,,422.5,92.56,3.306,3.2085,2,7,3,0.18182,GENERAL DIVERSITY,,4,,,2.5
CM-1382161,JAK1 EC50(uM),3,,327.3,73.91,1.359,1.2963,2,6,2,0.5,GENERAL DIVERSITY,,,,,
CM-1711312,JAK1 EC50(uM),3,,523.69,89.36,3.911,3.1277,2,9,3,0.66667,GENERAL DIVERSITY,0.0192,,,,17
CM-1117919,JAK1 EC50(uM),3,,272.3,69.3,-0.406,-0.4062,1,6,2,0.35714,GENERAL DIVERSITY,4.06,609,,,3
CM-230002,JAK1 EC50(uM),3,,269.31,62.45,1.326,1.0934,0,7,3,0.38462,GENERAL DIVERSITY,,,,,
CM-1117923,JAK1 EC50(uM),3,,318.37,81.69,-0.37,-0.45,2,7,2,0.5,GENERAL DIVERSITY,,545,,,2.5
CM-767405,JAK1 EC50(uM),3,,354.35,55.38,2.447,2.4467,0,6,2,0.4,GENERAL DIVERSITY,,,,,
CM-1370070,JAK1 EC50(uM),3,,231.3,79.62,0.816,-1.755,4,5,2,0.5,GENERAL DIVERSITY,,,,,
CM-1438141,JAK1 EC50(uM),3,,300.36,94.73,0.546,0.4816,4,7,2,0.53333,GENERAL DIVERSITY,,,,,
CM-1395641,JAK1 EC50(uM),3,,331.41,67.74,2.554,0.5812,2,5,3,0.3,GENERAL DIVERSITY,,,,,
CM-1210141,JAK1 EC50(uM),3,,408.92,43.38,5.651,5.0416,1,4,3,0.29167,GENERAL DIVERSITY,,10,,,161
CM-1375256,JAK1 EC50(uM),3,,309.39,90.97,0.298,0.2356,2,7,2,0.53846,GENERAL DIVERSITY,26.5,562,,,7.41
CM-1440661,JAK1 EC50(uM),3,,323.41,99.77,0.639,0.5745,3,7,2,0.57143,GENERAL DIVERSITY,,,,,
CM-1948814,JAK1 EC50(uM),3,,338.36,83.5,2.116,2.0723,2,7,3,0.33333,GENERAL DIVERSITY,6.71,,,,
CM-1439492,JAK1 EC50(uM),3,,349.45,90.97,1.448,1.3857,2,7,2,0.625,GENERAL DIVERSITY,35,108,,,5.99
CM-1375267,JAK1 EC50(uM),3,,321.4,90.97,0.559,0.4965,2,7,2,0.57143,GENERAL DIVERSITY,31,261,,,3.28
CM-555318,JAK1 EC50(uM),3,,400.46,55.38,4.639,4.6393,0,6,2,0.47826,GENERAL DIVERSITY,,,,,
CM-1117916,JAK1 EC50(uM),3,,272.3,92.08,-0.058,-0.0581,3,6,2,0.35714,GENERAL DIVERSITY,1.25,622,,,2.5
CM-841508,JAK1 EC50(uM),3,,477.44,114.81,5.037,4.9554,3,10,3,0.2381,GENERAL DIVERSITY,,,,,
CM-1386453,JAK1 EC50(uM),3,,320.41,78.09,0.625,0.4741,2,6,2,0.53333,GENERAL DIVERSITY,,,,,
CM-1384970,JAK1 EC50(uM),3,,298.34,106.49,0.585,0.5135,3,7,2,0.46667,GENERAL DIVERSITY,,,,,
CM-1129617,JAK1 EC50(uM),3,,322.36,66.7,1.422,1.4212,1,6,2,0.27778,GENERAL DIVERSITY,59.5,353,,,2.5
CM-9484,JAK1 EC50(uM),3,,113.2,12.03,1.606,-1.3637,1,1,0,1,GENERAL DIVERSITY,,,,,
CM-1413612,JAK1 EC50(uM),0.361,,425.5,96.67,2.03,2.0299,1,8,3,0.38095,GENERAL DIVERSITY,30.5,193,,,2.5
CM-1413612,JAK1 EC50(uM),0.361,,425.5,96.67,2.03,2.0299,1,8,3,0.38095,GENERAL DIVERSITY,30.5,193,,,2.5
CM-1644775,JAK1 EC50(uM),0.0583,,410.43,105.2,4.019,4.0193,1,8,4,0.17391,GENERAL DIVERSITY,,,,,
CM-2248654,JAK1 EC50(uM),0.679,,445.52,124.16,2.479,2.4344,3,9,3,0.33333,GENERAL DIVERSITY,40.2,,,,37.9
CM-1398629,JAK1 EC50(uM),0.0981,,414.46,103.17,2.701,2.7013,2,8,3,0.21739,GENERAL DIVERSITY,3.67,0.82,,,
CM-1590924,JAK1 EC50(uM),0.248,,524.68,108.48,4.636,3.2318,3,9,3,0.40741,GENERAL DIVERSITY,20.3,303,,,22.6
CM-2207475,JAK1 EC50(uM),3,,216.01,41.57,1.507,1.5069,1,3,2,0,GENERAL DIVERSITY,,303,,,
CM-1690770,JAK1 EC50(uM),3,,552.71,121.11,2.793,1.3096,4,11,2,0.62069,GENERAL DIVERSITY,0.205,,,,
CM-1788925,JAK1 EC50(uM),0.24,,427.49,75.08,2.302,2.1928,2,6,3,0.6087,Class I,,,,,
CM-1788923,JAK1 EC50(uM),0.421,,363.46,75.08,1.67,1.5609,2,6,3,0.57143,Class I,13.3,244,,,
CM-1788926,JAK1 EC50(uM),0.336,,385.41,75.08,1.353,1.2437,2,6,3,0.55,Class I,12.5,491,,,
CM-1786272,JAK1 EC50(uM),0.485,,281.36,72,0.883,-2.0833,3,5,3,0.5,Class I,12.4,563,,,9.11
CM-1788920,JAK1 EC50(uM),0.512,,363.46,75.08,1.926,1.8168,2,6,3,0.57143,Class I,18.4,236,,,12.9
CM-1790486,JAK1 EC50(uM),0.451,,378.47,87.1,1.502,1.3927,3,7,3,0.57143,Class I,6.61,,,,3.13
CM-1790217,JAK1 EC50(uM),0.0285,,399.51,92.15,1.4,1.2902,2,7,3,0.6,Class I,12.5,14,,,3.73
CM-1788922,JAK1 EC50(uM),0.356,,374.44,98.87,1.287,1.1779,2,7,3,0.52381,Class I,11.4,93,,,
CM-1788931,JAK1 EC50(uM),0.0927,,409.38,75.08,1.928,1.91,2,6,3,0.52632,Class I,17.1,,,,8.34
CM-1695501,JAK1 EC50(uM),3,,217.27,70.83,0.489,-2.0206,3,5,2,0.45455,Class I,,,,,
CM-2252876,JAK1 EC50(uM),1.24,,506.54,169.88,1.164,-1.1511,3,12,4,0.26087,Class I,1.34,,,,8.38
CM-1116725,JAK1 EC50(uM),2.58,,336.39,61.46,2.1,2.1002,1,6,3,0.26316,Class H,,,,,
CM-1117923,JAK1 EC50(uM),3,,318.37,81.69,-0.37,-0.45,2,7,2,0.5,Class H,,545,,,2.5
CM-1117913,JAK1 EC50(uM),3,,274.36,52.23,1.252,-0.3681,1,5,2,0.46667,Class H,18.8,521,,,35.8
CM-1117908,JAK1 EC50(uM),3,,231.25,58.22,0.301,0.3013,1,5,2,0.33333,Class H,42.4,556,,,3.71
CM-1117901,JAK1 EC50(uM),3,,257.33,48.99,2.309,2.3093,1,4,2,0.46667,Class H,63.9,550,,,16.9
CM-1117900,JAK1 EC50(uM),3,,243.3,48.99,1.759,1.7587,1,4,2,0.42857,Class H,51.6,528,,,7.5
CM-1117920,JAK1 EC50(uM),3,,274.32,72.46,-0.323,-0.4232,2,6,2,0.42857,Class H,3.11,471,,,
CM-2043626,JAK1 EC50(uM),3,,383.45,90.63,2.19,2.1899,0,7,4,0.17647,Class G,29.1,0.808,0.738,71.6,5.75
CM-2043626,JAK1 EC50(uM),3,,383.45,90.63,2.19,2.1899,0,7,4,0.17647,Class G,29.1,0.808,0.738,71.6,5.75
CM-2281866,JAK1 EC50(uM),3,,318.35,95.56,0.301,0.2989,0,8,3,0.23077,Class G,6.48,,,,
CM-2043626,JAK1 EC50(uM),3,,383.45,90.63,2.19,2.1899,0,7,4,0.17647,Class G,29.1,0.808,0.738,71.6,5.75
CM-1306850,JAK1 EC50(uM),0.0329,,337.34,58.01,1.889,1.8778,2,5,3,0.5,Class F,,51,,,7.22
CM-1314070,JAK1 EC50(uM),0.0971,,256.3,66.21,0.608,0.607,2,5,3,0.42857,Class F,,,,,
CM-1303897,JAK1 EC50(uM),0.306,,241.29,49.22,1.085,1.0796,1,5,3,0.38462,Class F,18.8,36.4,,,16.6
CM-1317897,JAK1 EC50(uM),0.0358,,270.33,66.21,0.888,0.8876,2,5,3,0.46667,Class F,9.63,32,,,2.5
CM-1303294,JAK1 EC50(uM),0.088,,255.32,72,0.501,-2.2425,3,5,3,0.42857,Class F,7.88,550,0.126,8.59,13.5
CM-1159395,JAK1 EC50(uM),0.364,,312.37,112.48,0.191,-0.6188,5,7,3,0.4375,Class F,1.42,,,,8.43
CM-1337800,JAK1 EC50(uM),0.0475,,331.41,72,2.465,-0.2963,3,5,4,0.3,Class F,37.3,102,,,93
CM-1336901,JAK1 EC50(uM),0.165,,255.32,72,0.432,-2.455,3,5,3,0.42857,Class F,0.335,33.3,,,6.28
CM-1337492,JAK1 EC50(uM),0.218,,254.33,45.98,2.282,2.2808,1,4,3,0.46667,Class F,17.1,19.7,,,35.4
CM-1356800,JAK1 EC50(uM),0.222,,226.28,45.98,1.55,1.5491,1,4,3,0.38462,Class F,65.5,46.8,,,2.5
CM-1336744,JAK1 EC50(uM),0.529,,255.32,72.52,1.037,-1.7038,3,5,3,0.42857,Class F,3.12,32.3,,,4.02
CM-1306868,JAK1 EC50(uM),0.418,,295.38,49.22,1.205,-0.7806,1,5,3,0.52941,Class F,20.5,601,,,69.4
CM-1306058,JAK1 EC50(uM),0.541,,241.29,72,-0.073,-2.6866,3,5,3,0.38462,Class F,,20.2,,,2.5
CM-1307298,JAK1 EC50(uM),1.77,,323.44,49.22,2.167,-0.5423,1,5,3,0.57895,Class F,1.57,1060,,,115
CM-1327432,JAK1 EC50(uM),0.0485,,270.33,66.21,0.923,0.922,2,5,3,0.46667,Class F,8.1,27.4,,,2.5
CM-1307015,JAK1 EC50(uM),0.524,283.37,283.37,49.22,1.317,-1.4192,1,5,3,0.5,Class F,,624,,,22.5
CM-1337503,JAK1 EC50(uM),0.196,252.31,252.31,45.98,1.66,1.6595,1,4,3,0.46667,Class F,,,,,
CM-1337497,JAK1 EC50(uM),0.994,244.25,244.25,64.44,-0.325,-0.3256,1,6,3,0.33333,Class F,10.6,26.8,,,4.79
CM-1305969,JAK1 EC50(uM),0.0885,283.37,283.37,49.22,1.317,-1.4192,1,5,3,0.5,Class F,0.602,25,,,9.48
CM-1327435,JAK1 EC50(uM),0.103,270.33,270.33,66.21,0.923,0.922,2,5,3,0.46667,Class F,8.6,22.6,,,13.6
CM-1345517,JAK1 EC50(uM),1.28,254.33,254.33,45.98,2.194,2.1933,1,4,3,0.46667,Class F,14.2,27,,,32.3
CM-1321462,JAK1 EC50(uM),0.145,256.31,256.31,75.23,-0.554,-3.0448,3,6,3,0.38462,Class F,6.08,44.4,,,2.5
CM-1330619,JAK1 EC50(uM),0.0681,,269.34,72,0.946,-1.7982,3,5,3,0.46667,Class F,1.45,26.5,,,9.11
CM-1303553,JAK1 EC50(uM),0.652,,317.39,49.22,1.689,-0.3854,1,5,4,0.26316,Class F,5.32,19.8,,,96
CM-1307301,JAK1 EC50(uM),0.475,,269.34,58.01,0.934,-2.0366,2,5,3,0.46667,Class F,0.215,32.9,,15.2,3.45
CM-1337435,JAK1 EC50(uM),0.00798,,295.38,72,1.205,-1.6685,3,5,3,0.52941,Class F,1.14,473,,,4.78
CM-1328328,JAK1 EC50(uM),1.85,,337.34,72,2.252,-0.4907,3,5,3,0.5,Class F,1.87,19.4,,,9.73
CM-1331812,JAK1 EC50(uM),0.634,,242.28,55.21,0.743,0.7433,1,5,3,0.38462,Class F,14.3,42.8,,,5.73
CM-1312473,JAK1 EC50(uM),0.0395,,269.34,72,0.782,-2.0631,3,5,3,0.46667,Class F,9.54,481,0.0343,1.92,5.31
CM-1330620,JAK1 EC50(uM),0.334,,269.34,72,0.946,-1.7982,3,5,3,0.46667,Class F,,,,,
CM-1305298,JAK1 EC50(uM),0.411,,407.49,83.36,1.708,1.7073,1,7,4,0.33333,Class F,11.6,177,,,105
CM-1327607,JAK1 EC50(uM),0.0098,,297.4,72,1.749,-1.1099,3,5,3,0.52941,Class F,1.45,31.7,,,6.44
CM-1304514,JAK1 EC50(uM),0.464,,254.33,45.98,2.508,2.5071,1,4,3,0.46667,Class F,11.7,5.36,,,32.5
CM-1337515,JAK1 EC50(uM),0.107,,252.31,45.98,1.66,1.6595,1,4,3,0.46667,Class F,16.9,1.19,,6.05,29.9
CM-1307302,JAK1 EC50(uM),0.448,,269.34,58.01,0.934,-2.0366,2,5,3,0.46667,Class F,7.46,,,,14.5
CM-1344912,JAK1 EC50(uM),3,,241.29,58.87,1.219,1.2152,1,5,3,0.46154,Class F,13.3,20.4,,,6.43
CM-1326477,JAK1 EC50(uM),3,,245.32,70.83,1.524,-1.2636,3,5,2,0.53846,Class F,,29.3,,,
CM-967214,JAK1 EC50(uM),3,,446.5,106.21,3.439,3.3888,3,9,4,0.29167,Class F,5.51,0.985,,,
CM-1315340,JAK1 EC50(uM),3,,253.3,58.01,-0.025,-2.8012,2,5,3,0.42857,Class F,,31.2,,,2.5
CM-1298468,JAK1 EC50(uM),3,,282.34,84.88,0.271,-2.5862,3,6,3,0.53333,Class F,0,24.4,,,
CM-1304520,JAK1 EC50(uM),0.147,,269.34,72,0.816,-1.7983,3,5,3,0.46667,Class F,0.162,500,,,4.99
CM-1960082,JAK1 EC50(uM),0.212,,553.51,119.62,1.877,1.8007,1,10,4,0.38462,Class E,19.3,293,,,2.5
CM-1240231,JAK1 EC50(uM),0.0189,,306.37,83.18,2.479,2.4792,1,6,3,0.41176,Class E,10.7,148,,3.22,33.1
CM-974218,JAK1 EC50(uM),0.368,,289.33,72.52,2.861,2.8614,3,5,4,0.05882,Class E,,6.3,0.855,18.8,
CM-1771635,JAK1 EC50(uM),0.054,,445.54,133.55,1.388,1.3876,4,10,2,0.45,Class E,38.1,,,,2.5
CM-1791800,JAK1 EC50(uM),0.101,,312.37,88.91,1.093,1.0549,1,7,2,0.5,Class E,16.6,514,,,6.37
CM-1960010,JAK1 EC50(uM),0.0098,,536.57,101.91,4.9,4.9004,1,9,3,0.36667,Class E,,,,,
CM-2031559,JAK1 EC50(uM),0.967,,402.41,124.25,1.358,1.3571,2,11,5,0.26316,Class E,,,,,
CM-370560,JAK1 EC50(uM),0.737,,378.43,62.75,3.254,3.2544,1,5,5,0.16667,Class E,,,,,
CM-2031690,JAK1 EC50(uM),0.00931,,389.43,80.55,3.375,3.3737,2,7,4,0.14286,Class E,,,,,
CM-2031690,JAK1 EC50(uM),0.00931,,389.43,80.55,3.375,3.3737,2,7,4,0.14286,Class E,,,,,
CM-2031690,JAK1 EC50(uM),0.00931,,389.43,80.55,3.375,3.3737,2,7,4,0.14286,Class E,,,,,
CM-937596,JAK1 EC50(uM),0.249,,479.96,102.51,2.846,2.8442,4,8,3,0.28,Class E,3.26,24.1,,,8.96
CM-962439,JAK1 EC50(uM),3,,379.41,93.88,2.013,0.1526,3,7,2,0.2381,Class E,,,,,
CM-972231,JAK1 EC50(uM),3,,379.44,113.76,2.86,2.774,4,7,4,0.05263,Class E,,,,,
CM-949645,JAK1 EC50(uM),3,,295.23,29.1,3.467,3.4666,1,2,2,0.13333,Class E,,13.5,,,
CM-1966676,JAK1 EC50(uM),3,,557.54,0,5.459,5.4585,0,0,0,1,Class E,,,,,
CM-1798989,JAK1 EC50(uM),3,,464.55,71.06,6.385,6.3853,0,6,2,0.35714,Class E,,,,,
CM-1791886,JAK1 EC50(uM),3,,236.35,29.46,3.073,3.0727,1,2,0,0.86667,Class E,,,,,
CM-1973010,JAK1 EC50(uM),3,,370.4,55.38,2.508,2.5081,0,6,2,0.42857,Class E,,,,,
CM-2031986,JAK1 EC50(uM),3,,384.42,55.38,4.578,4.5779,0,6,2,0.45455,Class E,,,,,
CM-1737113,JAK1 EC50(uM),3,,285.34,73.91,1.467,1.4044,2,6,2,0.4,Class E,29.4,701,,,15.6
CM-1398629,JAK1 EC50(uM),0.0981,,414.46,103.17,2.701,2.7013,2,8,3,0.21739,Class E,3.67,0.82,,,
CM-2012463,JAK1 EC50(uM),2.98,,303.38,60.17,1.821,1.8206,1,5,3,0.46667,Class D,58.3,,,,5.12
CM-2012464,JAK1 EC50(uM),3,,259.33,39.94,1.946,1.946,0,4,3,0.38462,Class D,60.1,607,,,2.5
CM-2055439,JAK1 EC50(uM),0.0823,,295.34,68.1,0.641,0.6406,1,6,3,0.4375,Class D,51.5,630,,,2.5
CM-2069680,JAK1 EC50(uM),0.00965,,322.4,55.21,2.081,2.0803,1,5,3,0.47368,Class D,32.9,87,,,172
CM-2055459,JAK1 EC50(uM),0.117,,311.38,68.1,1.193,1.1931,1,6,3,0.58824,Class D,47.6,561,,,11.1
CM-2058369,JAK1 EC50(uM),0.0873,,295.34,68.1,0.641,0.6406,1,6,3,0.4375,Class D,39.1,611,,,5.48
CM-1288872,JAK1 EC50(uM),3,,288.32,90.87,1.598,1.5983,2,6,3,0.07692,Class D,,,,,
CM-1412448,JAK1 EC50(uM),3,,239.31,46.61,1.485,1.4853,0,4,0,0.84615,Class D,,,,,
CM-1148076,JAK1 EC50(uM),3,,352.21,64.84,2.807,2.807,0,5,3,0.07692,Class D,,5,,,
CM-1281944,JAK1 EC50(uM),,,503.57,132.72,4.062,4.0624,1,11,3,0.3913,Class D,,5.2,,,
CM-2125890,JAK1 EC50(uM),3,,356.49,61.94,3.235,3.2352,0,6,3,0.5,Class D,9.28,190,,,29.5
CM-2020927,JAK1 EC50(uM),1.07,,299.33,77.33,0.237,0.237,1,7,3,0.53333,Class D,40.9,554,,,8.15
CM-2125720,JAK1 EC50(uM),1.51,,266.3,55.73,0.981,0.9807,1,5,3,0.33333,Class D,40.2,230,,,2.5
CM-2048726,JAK1 EC50(uM),0.734,,255.28,75.94,-0.023,-0.0232,1,6,3,0.38462,Class D,,,,,
CM-2125723,JAK1 EC50(uM),0.729,,318.37,55.73,2.477,2.4771,1,5,4,0.26316,Class D,37.5,12,,,2.5
CM-2089679,JAK1 EC50(uM),0.00639,,268.31,63.05,0.901,0.9009,1,5,3,0.4,Class D,1.58,86,,,
CM-2120600,JAK1 EC50(uM),0.287,,268.31,66.72,0.823,0.823,2,5,3,0.46667,Class D,20.8,441,,,9.8
CM-2078788,JAK1 EC50(uM),1.18,,269.3,75.94,0.22,0.2202,1,6,3,0.42857,Class D,0.589,543,,,21.8
CM-2089678,JAK1 EC50(uM),0.00243,,282.34,55.21,1.299,1.298,1,5,3,0.375,Class D,44,165,,,22.3
CM-2055445,JAK1 EC50(uM),0.0282,,296.37,55.21,1.743,1.7426,1,5,3,0.41176,Class D,65.3,66,,,33.1
CM-2119477,JAK1 EC50(uM),0.0383,,335.4,68.1,1.745,1.7448,1,6,3,0.52632,Class D,46,139,,,12.5
CM-2121430,JAK1 EC50(uM),0.168,,310.39,55.73,2.346,2.3455,1,5,3,0.55556,Class D,26.3,70,,,2.5
CM-2061930,JAK1 EC50(uM),1.3,,257.29,79.09,-0.231,-0.2307,2,6,3,0.46154,Class D,10.6,580,,,9.65
CM-2062522,JAK1 EC50(uM),0.038,,282.34,63.05,1.346,1.3455,1,5,3,0.4375,Class D,,84,,,
CM-2068187,JAK1 EC50(uM),0.508,,309.37,68.1,0.956,0.9556,1,6,3,0.47059,Class D,58.8,230,,,6.63
CM-2064342,JAK1 EC50(uM),0.36,,271.32,79.09,0.214,0.2139,2,6,3,0.5,Class D,21.9,591,,,6.72
CM-2121982,JAK1 EC50(uM),0.316,,358.44,55.73,3.191,3.1906,1,5,4,0.36364,Class D,21.3,1,,,2.5
CM-2033997,JAK1 EC50(uM),0.365,,254.29,63.05,0.589,0.5572,1,5,3,0.35714,Class D,67.2,538,,,10.2
CM-1273561,JAK1 EC50(uM),0.405,,271.32,79.09,0.214,0.2139,2,6,3,0.5,Class D,2.38,552,,,
CM-2055440,JAK1 EC50(uM),0.692,,257.29,79.09,-0.231,-0.2307,2,6,3,0.46154,Class D,5.16,647,,,2.5
CM-2120415,JAK1 EC50(uM),0.933,,228.25,66.72,0.11,0.1095,2,5,3,0.33333,Class D,7.62,544,,,2.5
CM-2121986,JAK1 EC50(uM),0.129,,306.36,55.73,1.694,1.6942,1,5,3,0.44444,Class D,30,37,,,2.5
CM-2018996,JAK1 EC50(uM),3,,288.35,44.81,3.962,3.94,1,4,4,0.11111,Class D,,,,,
CM-2012655,JAK1 EC50(uM),3,,257.35,30.71,3.327,3.3266,0,3,3,0.42857,Class D,65.7,537,,,21.8
CM-2071020,JAK1 EC50(uM),0.0302,,298.38,55.21,1.853,1.8522,1,5,3,0.52941,Class D,42.4,275,,,37
